timestamp,Roll,Pitch,Yaw,Speed
2025-07-18T17:06:30.037,2.54,3.77,0.28,0.0058
2025-07-18T17:06:30.216,1.83,3.75,0.13,0.0058
2025-07-18T17:06:30.277,1.52,3.7,0.32,0.0053
2025-07-18T17:06:30.339,0.9,3.71,-0.13,0.0058
2025-07-18T17:06:30.456,0.71,3.75,-0.09,0.0062
2025-07-18T17:06:30.636,0.55,3.79,-0.38,0.0062
2025-07-18T17:06:30.637,0.07,3.78,-0.2,0.0058
2025-07-18T17:06:30.696,-0.39,3.87,-0.52,0.0066
2025-07-18T17:06:30.817,-0.44,3.89,-0.58,0.0062
2025-07-18T17:06:30.938,-0.8,3.86,-0.87,0.0058
2025-07-18T17:06:30.997,-1.45,3.8,-0.98,0.0053
2025-07-18T17:06:31.117,-2.03,3.75,-1.15,0.0053
2025-07-18T17:06:31.240,-1.92,3.78,-1.31,0.0062
2025-07-18T17:06:31.357,-2.17,3.77,-1.27,0.0058
2025-07-18T17:06:31.418,-2.38,3.75,-1.6,0.0058
2025-07-18T17:06:31.597,-2.57,3.73,-1.28,0.0058
2025-07-18T17:06:31.659,-2.74,3.72,-1.36,0.0058
2025-07-18T17:06:31.718,-2.88,3.78,-1.62,0.0066
2025-07-18T17:06:31.958,-3.03,3.76,-1.3,0.0058
2025-07-18T17:06:31.958,-2.83,3.78,-0.86,0.0062
2025-07-18T17:06:32.018,-2.97,3.75,-1.17,0.0058
2025-07-18T17:06:32.079,-3.1,3.73,-1.42,0.0058
2025-07-18T17:06:32.316,-3.22,3.71,-1.26,0.0058
2025-07-18T17:06:32.376,-3.33,3.7,-1.3,0.0058
2025-07-18T17:06:32.438,-3.76,3.72,-1.61,0.0062
2025-07-18T17:06:32.556,-3.49,3.66,-1.25,0.0053
2025-07-18T17:06:32.616,-3.58,3.65,-1.75,0.0058
2025-07-18T17:06:32.679,-3.64,3.64,-1.02,0.0058
2025-07-18T17:06:32.798,-3.68,3.62,-0.96,0.0058
2025-07-18T17:06:32.918,-3.74,3.62,-0.94,0.0058
2025-07-18T17:06:33.039,-3.79,3.61,-0.82,0.0058
2025-07-18T17:06:33.218,-3.83,3.61,-1.11,0.0058
2025-07-18T17:06:33.756,-3.86,3.62,-1.47,0.0058
2025-07-18T17:06:34.295,-3.54,3.66,-0.89,0.0062
2025-07-18T17:06:34.416,-3.61,3.65,-0.95,0.0058
2025-07-18T17:06:34.657,-3.68,3.65,-0.53,0.0058
2025-07-18T17:06:34.775,-3.73,3.64,-0.11,0.0058
2025-07-18T17:06:34.836,-3.78,3.63,-0.25,0.0058
2025-07-18T17:06:34.838,-3.81,3.62,-0.36,0.0058
2025-07-18T17:06:34.842,-3.81,3.61,-1.12,0.0058
2025-07-18T17:06:34.897,-3.8,3.54,-1.14,0.0048
2025-07-18T17:06:34.956,-3.15,3.38,-1.21,0.0128
2025-07-18T17:06:35.076,-4.02,3.51,-1.37,0.0069
2025-07-18T17:06:35.198,-7.79,3.66,-1.78,0.0029
2025-07-18T17:06:35.256,-6.89,3.6,-1.98,0.0077
2025-07-18T17:06:35.378,-10.33,2.71,-2.49,0.0104
2025-07-18T17:06:35.496,-11.24,2.48,-1.8,0.0187
2025-07-18T17:06:35.557,-37.27,0.81,-3.91,0.0338
2025-07-18T17:06:35.737,-36.69,-2.91,-5.88,0.0338
2025-07-18T17:06:35.856,-32.2,-5.32,-7.66,0.0244
2025-07-18T17:06:35.976,-25.85,-5.3,-7.6,0.0179
2025-07-18T17:06:36.037,-18.91,-3.83,-5.65,0.0536
2025-07-18T17:06:36.218,-14.63,-0.99,-3.07,0.0453
2025-07-18T17:06:36.396,-41.99,0.61,-3.7,0.0414
2025-07-18T17:06:36.455,-62.35,1.1,-1.81,0.0451
2025-07-18T17:06:36.637,-67.91,0.17,-1.5,0.0423
2025-07-18T17:06:36.637,-71.37,-0.47,-1.42,0.0507
2025-07-18T17:06:36.639,-70.43,-1.46,-4.1,0.0239
2025-07-18T17:06:36.939,-74.02,-1.33,-4.01,0.009
2025-07-18T17:06:36.939,-73.27,-1.66,-6.67,0.0081
2025-07-18T17:06:37.897,-64.69,2.29,-3.66,0.0942
2025-07-18T17:06:38.018,-66.79,-0.01,-5.56,0.0969
