timestamp,Roll,Pitch,Yaw,Speed
2025-07-18T17:09:17.113,-3.8,-4.06,-0.28,0.0014
2025-07-18T17:09:17.172,-3.68,-4.08,-0.26,0.0011
2025-07-18T17:09:17.291,-3.55,-4.1,-0.22,0.0011
2025-07-18T17:09:17.409,-3.45,-4.12,-0.19,0.0011
2025-07-18T17:09:17.469,-4.0,-4.01,-0.13,0.0018
2025-07-18T17:09:17.592,-3.88,-4.03,-0.11,0.0011
2025-07-18T17:09:17.710,-3.78,-4.03,-0.05,0.0011
2025-07-18T17:09:17.829,-4.32,-3.93,0.02,0.0018
2025-07-18T17:09:17.892,-4.46,-3.77,0.08,0.0024
2025-07-18T17:09:18.011,-4.62,-3.64,0.12,0.0024
2025-07-18T17:09:18.131,-5.37,-3.54,0.16,0.0022
2025-07-18T17:09:18.192,-5.88,-3.32,0.19,0.0033
2025-07-18T17:09:18.310,-6.66,-3.2,0.23,0.0027
2025-07-18T17:09:18.429,-7.16,-2.99,0.24,0.0039
2025-07-18T17:09:18.551,-8.4,-2.88,0.24,0.0031
2025-07-18T17:09:18.610,-9.9,-2.93,0.26,0.0016
2025-07-18T17:09:18.732,-10.53,-2.72,0.25,0.0011
2025-07-18T17:09:18.850,-11.23,-2.73,0.25,0.0021
2025-07-18T17:09:18.910,-12.09,-2.59,0.22,0.0036
2025-07-18T17:09:19.031,-12.56,-2.63,0.17,0.0021
2025-07-18T17:09:19.150,-12.11,-2.57,0.13,0.0028
2025-07-18T17:09:19.269,-13.18,-2.34,0.18,0.0048
2025-07-18T17:09:19.331,-14.36,-2.13,0.13,0.0
2025-07-18T17:09:19.450,-15.12,-2.3,0.06,0.0065
2025-07-18T17:09:19.569,-14.97,-2.49,0.06,0.0013
2025-07-18T17:09:19.690,-15.28,-2.5,0.04,0.0025
2025-07-18T17:09:19.751,-16.11,-2.52,0.01,0.0073
2025-07-18T17:09:19.930,-16.69,-2.65,-0.0,0.0016
2025-07-18T17:09:19.992,-17.37,-2.66,-0.06,0.0025
2025-07-18T17:09:20.051,-19.58,-2.89,-0.1,0.0009
2025-07-18T17:09:20.170,-19.9,-2.97,-0.13,0.0016
2025-07-18T17:09:20.293,-19.91,-3.16,-0.11,0.0009
2025-07-18T17:09:20.412,-20.92,-3.26,-0.08,0.0012
2025-07-18T17:09:20.470,-21.14,-3.29,-0.05,0.0016
2025-07-18T17:09:20.589,-21.3,-3.33,-0.05,0.0016
2025-07-18T17:09:20.710,-21.33,-3.44,-0.05,0.0012
2025-07-18T17:09:20.830,-22.23,-3.42,-0.02,0.002
2025-07-18T17:09:20.890,-23.0,-3.41,-0.01,0.002
2025-07-18T17:09:21.012,-23.64,-3.44,0.0,0.0016
2025-07-18T17:09:21.131,-24.22,-3.4,0.02,0.002
2025-07-18T17:09:21.311,-24.73,-3.44,0.02,0.0016
2025-07-18T17:09:21.311,-25.2,-3.4,0.01,0.002
2025-07-18T17:09:21.430,-25.63,-3.49,0.03,0.0012
