timestamp,Roll,Pitch,Yaw,Speed
2025-07-18T17:09:12.041,-1.75,-4.49,-0.26,0.0013
2025-07-18T17:09:12.159,-2.0,-4.54,-0.26,0.0055
2025-07-18T17:09:12.222,-2.55,-4.47,-0.27,0.0012
2025-07-18T17:09:12.340,-2.72,-4.52,-0.27,0.0006
2025-07-18T17:09:12.459,-3.06,-4.51,-0.27,0.0009
2025-07-18T17:09:12.581,-3.36,-4.5,-0.26,0.0009
2025-07-18T17:09:12.641,-3.62,-4.5,-0.25,0.0009
2025-07-18T17:09:12.762,-3.67,-4.55,-0.25,0.0055
2025-07-18T17:09:12.882,-3.88,-4.53,-0.24,0.0009
2025-07-18T17:09:12.940,-5.04,-4.63,-0.25,0.0004
2025-07-18T17:09:13.063,-6.1,-4.67,-0.25,0.0006
2025-07-18T17:09:13.180,-5.9,-4.7,-0.24,0.0006
2025-07-18T17:09:13.243,-6.86,-4.73,-0.24,0.0006
2025-07-18T17:09:13.362,-7.73,-4.76,-0.24,0.0006
2025-07-18T17:09:13.480,-7.55,-4.73,-0.24,0.0009
2025-07-18T17:09:13.601,-8.35,-4.75,-0.24,0.0006
2025-07-18T17:09:13.661,-7.92,-4.77,-0.23,0.0055
2025-07-18T17:09:13.782,-7.53,-4.8,-0.23,0.0006
2025-07-18T17:09:13.900,-7.17,-4.82,-0.23,0.0006
2025-07-18T17:09:13.961,-6.85,-4.84,-0.23,0.0006
2025-07-18T17:09:14.081,-6.55,-4.85,-0.23,0.0006
2025-07-18T17:09:14.204,-7.44,-4.87,-0.23,0.0006
2025-07-18T17:09:14.259,-7.08,-4.88,-0.23,0.0006
2025-07-18T17:09:14.380,-6.75,-4.89,-0.23,0.0006
2025-07-18T17:09:14.500,-6.45,-4.89,-0.24,0.0006
2025-07-18T17:09:14.560,-6.17,-4.9,-0.24,0.0006
2025-07-18T17:09:14.680,-7.08,-4.85,-0.24,0.0009
2025-07-18T17:09:14.800,-7.91,-4.81,-0.24,0.0009
2025-07-18T17:09:14.921,-7.51,-4.83,-0.24,0.0055
2025-07-18T17:09:14.981,-8.3,-4.85,-0.24,0.0006
2025-07-18T17:09:15.101,-8.06,-4.81,-0.24,0.0009
2025-07-18T17:09:15.223,-8.8,-4.84,-0.24,0.0006
2025-07-18T17:09:15.279,-9.47,-4.86,-0.24,0.0006
2025-07-18T17:09:15.400,-8.9,-4.88,-0.24,0.0006
2025-07-18T17:09:15.521,-8.39,-4.89,-0.24,0.0055
2025-07-18T17:09:15.580,-9.08,-4.85,-0.24,0.0009
2025-07-18T17:09:15.701,-9.71,-4.87,-0.24,0.0006
2025-07-18T17:09:15.821,-9.31,-4.82,-0.24,0.0009
2025-07-18T17:09:15.880,-8.94,-4.78,-0.24,0.0009
2025-07-18T17:09:16.000,-9.58,-4.8,-0.25,0.0055
2025-07-18T17:09:16.180,-10.16,-4.77,-0.25,0.0058
2025-07-18T17:09:16.239,-10.67,-4.79,-0.25,0.0006
2025-07-18T17:09:16.300,-10.17,-4.74,-0.26,0.0009
2025-07-18T17:09:16.422,-10.69,-4.77,-0.26,0.0006
2025-07-18T17:09:16.539,-11.16,-4.74,-0.26,0.0009
2025-07-18T17:09:16.600,-11.59,-4.76,-0.25,0.0006
