timestamp,Roll,Pitch,Yaw,Speed
2025-07-18T15:45:17.203,-0.16,1.5,7.16,0.0003
2025-07-18T15:45:17.207,-0.16,1.48,7.28,0.0029
2025-07-18T15:45:17.382,-0.08,1.43,7.64,0.0011
2025-07-18T15:45:17.384,-0.09,1.47,7.46,0.0003
2025-07-18T15:45:17.561,-0.1,1.51,7.3,0.0003
2025-07-18T15:45:17.564,-0.1,1.49,7.8,0.0029
2025-07-18T15:45:17.686,-0.11,1.47,8.17,0.0029
2025-07-18T15:45:17.864,-0.12,1.51,8.44,0.0003
2025-07-18T15:45:17.921,-0.12,1.49,8.45,0.0029
2025-07-18T15:45:17.981,-0.13,1.47,8.42,0.0029
2025-07-18T15:45:18.102,-0.13,1.46,8.16,0.0029
2025-07-18T15:45:18.282,-0.14,1.49,8.31,0.0003
2025-07-18T15:45:18.283,-0.14,1.53,7.93,0.0003
2025-07-18T15:45:18.403,-0.13,1.47,7.59,0.0012
2025-07-18T15:45:18.524,-0.13,1.43,8.24,0.0012
2025-07-18T15:45:18.581,-0.14,1.42,8.24,0.0029
2025-07-18T15:45:18.703,-0.14,1.41,8.14,0.0029
2025-07-18T15:45:18.824,-0.14,1.45,7.28,0.0003
2025-07-18T15:45:18.883,-0.15,1.44,7.68,0.0029
2025-07-18T15:45:19.002,-0.15,1.43,7.75,0.0029
2025-07-18T15:45:19.066,-0.15,1.42,7.43,0.0029
2025-07-18T15:45:19.182,-0.15,1.4,8.51,0.0029
2025-07-18T15:45:19.242,-0.15,1.45,8.51,0.0003
2025-07-18T15:45:19.422,-0.16,1.48,8.11,0.0003
2025-07-18T15:45:19.543,-0.16,1.46,8.0,0.0029
2025-07-18T15:45:19.600,-0.16,1.45,7.05,0.0029
2025-07-18T15:45:19.663,-0.16,1.48,7.85,0.0003
2025-07-18T15:45:19.781,-0.16,1.44,8.55,0.0012
2025-07-18T15:45:19.843,-0.16,1.39,8.51,0.0012
2025-07-18T15:45:19.963,-0.16,1.44,8.74,0.0003
2025-07-18T15:45:20.082,-0.17,1.44,8.84,0.0038
2025-07-18T15:45:20.204,-0.17,1.39,8.93,0.0012
2025-07-18T15:45:20.324,-0.18,1.45,9.01,0.0003
2025-07-18T15:45:20.383,-0.19,1.5,9.44,0.0003
2025-07-18T15:45:20.503,-0.19,1.46,9.72,0.0012
2025-07-18T15:45:20.562,-0.19,1.5,9.45,0.0003
2025-07-18T15:45:20.684,-0.2,1.54,9.32,0.0003
2025-07-18T15:45:20.743,-0.2,1.5,8.61,0.0012
2025-07-18T15:45:20.863,-0.2,1.46,8.71,0.0012
2025-07-18T15:45:21.042,-0.2,1.5,9.43,0.0003
2025-07-18T15:45:21.045,-0.2,1.48,8.94,0.0029
2025-07-18T15:45:21.223,-0.2,1.52,8.62,0.0003
2025-07-18T15:45:21.223,-0.2,1.56,8.1,0.0003
2025-07-18T15:45:21.341,-0.2,1.59,9.02,0.0003
2025-07-18T15:45:21.462,-0.2,1.56,9.81,0.0029
2025-07-18T15:45:21.522,-0.2,1.59,9.68,0.0003
2025-07-18T15:45:21.641,-0.19,1.61,9.68,0.0003
2025-07-18T15:45:21.766,-0.19,1.58,9.97,0.0029
2025-07-18T15:45:21.882,-0.19,1.53,10.04,0.0012
2025-07-18T15:45:21.942,-0.19,1.56,10.44,0.0003
2025-07-18T15:45:22.061,-0.19,1.59,10.55,0.0003
2025-07-18T15:45:22.183,-0.19,1.61,10.84,0.0003
2025-07-18T15:45:22.244,-0.19,1.55,11.87,0.0012
2025-07-18T15:45:22.362,-0.19,1.58,12.06,0.0003
2025-07-18T15:45:22.424,-0.19,1.6,12.16,0.0003
2025-07-18T15:45:22.542,-0.19,1.63,11.89,0.0003
2025-07-18T15:45:22.664,-0.18,1.6,12.58,0.0029
2025-07-18T15:45:22.722,-0.18,1.57,11.54,0.0029
2025-07-18T15:45:22.843,-0.18,1.55,11.42,0.0029
2025-07-18T15:45:22.962,-0.18,1.58,11.36,0.0003
2025-07-18T15:45:23.080,-0.18,1.6,11.33,0.0003
2025-07-18T15:45:23.143,-0.18,1.58,10.9,0.0029
2025-07-18T15:45:23.202,-0.18,1.57,11.17,0.0038
2025-07-18T15:45:23.322,-0.18,1.59,10.86,0.0003
2025-07-18T15:45:23.443,-0.18,1.57,10.9,0.0029
2025-07-18T15:45:23.502,-0.17,1.56,11.62,0.0038
2025-07-18T15:45:23.683,-0.17,1.54,11.37,0.0029
2025-07-18T15:45:23.743,-0.17,1.52,10.81,0.0029
2025-07-18T15:45:23.803,-0.17,1.55,11.23,0.0003
2025-07-18T15:45:23.923,-0.18,1.57,11.13,0.0003
2025-07-18T15:45:23.984,-0.18,1.55,10.01,0.0029
2025-07-18T15:45:24.160,-0.17,1.58,10.2,0.0003
2025-07-18T15:45:24.281,-0.17,1.6,10.37,0.0003
2025-07-18T15:45:24.344,-0.17,1.62,10.13,0.0003
