time,Roll,Pitch,Yaw,TimeSec
17:47:23.090,42.18,-41.86,1.0,64043.09
17:47:23.242,-19.53,12.37,,64043.242
17:47:23.330,219.83,-51.54,,64043.33
17:47:23.392,206.65,-79.34,,64043.392
17:47:23.510,-26.96,3.99,67.0,64043.51
17:47:23.570,214.17,-66.29,,64043.57
17:47:23.720,195.05,-34.3,,64043.72
17:47:23.782,-26.7,5.38,16.0,64043.782
17:47:24.084,33.31,-43.85,4.0,64044.084
17:47:24.084,-21.53,5.53,-2.0,64044.084
17:47:24.110,209.88,-72.9,,64044.11
17:47:24.235,211.35,-78.12,,64044.235
17:47:24.290,4.77,-21.58,42.0,64044.29
17:47:24.529,223.04,-5.23,,64044.529
17:47:24.679,42.55,-52.88,,64044.679
17:47:24.680,14.07,13.1,-2.0,64044.68
17:47:24.831,223.88,-53.53,,64044.831
17:47:24.888,206.33,-80.27,,64044.888
17:47:24.982,207.45,-74.58,,64044.982
17:47:25.099,211.42,-71.14,,64045.099
17:47:25.189,201.07,-15.39,,64045.189
17:47:25.310,-12.59,-2.26,,64045.31
17:47:25.459,41.37,-40.39,,64045.459
17:47:25.611,190.15,0.26,-3.0,64045.611
17:47:25.611,218.57,-67.2,,64045.611
17:47:25.701,221.76,-85.93,,64045.701
17:47:25.820,-11.14,-41.25,,64045.82
17:47:25.908,230.74,-66.79,,64045.908
17:47:26.000,199.14,-26.89,,64046.0
17:47:26.240,35.35,-45.57,,64046.24
17:47:26.240,23.45,-22.42,,64046.24
17:47:26.358,218.63,-30.18,,64046.358
17:47:26.418,217.28,-61.22,,64046.418
17:47:26.508,219.18,-74.36,,64046.508
17:47:26.630,217.83,-69.08,,64046.63
17:47:26.722,184.39,-48.01,,64046.722
17:47:26.839,258.4,9.32,-2.0,64046.839
17:47:26.933,39.15,-54.78,,64046.933
17:47:27.049,18.81,-2.35,-4.0,64047.049
17:47:27.144,224.99,-52.65,,64047.144
17:47:27.231,212.04,-71.31,,64047.231
17:47:27.350,-10.15,-16.73,,64047.35
17:47:27.439,52.89,-16.88,1.0,64047.439
17:47:27.529,206.62,-27.86,,64047.529
17:47:27.654,11.51,-13.2,,64047.654
17:47:27.829,45.58,-36.04,,64047.829
17:47:27.859,193.13,1.54,-4.0,64047.859
17:47:27.954,217.48,-61.69,,64047.954
17:47:28.013,222.08,-85.72,,64048.013
17:47:28.131,213.41,9.34,21.0,64048.131
17:47:28.249,-79.22,-38.84,,64048.249
17:47:28.339,190.11,-28.0,,64048.339
17:47:28.519,38.02,-38.2,,64048.519
17:47:28.609,138.73,20.24,,64048.609
17:47:28.705,-1.98,17.06,-4.0,64048.705
17:47:28.850,224.01,-62.89,,64048.85
17:47:28.850,219.61,-79.3,,64048.85
17:47:28.975,-75.93,-64.57,,64048.975
17:47:29.179,188.38,-24.98,,64049.179
17:47:29.300,46.92,-54.64,,64049.3
17:47:29.330,213.53,18.57,,64049.33
17:47:29.513,226.41,-44.69,,64049.513
17:47:29.575,224.5,-64.86,,64049.575
17:47:29.665,202.66,-79.38,,64049.665
17:47:29.755,230.1,-74.11,,64049.755
17:47:30.055,200.39,-19.61,,64050.055
17:47:30.055,56.01,-58.32,,64050.055
17:47:30.200,-1.69,-6.04,-3.0,64050.2
17:47:30.264,219.22,-59.59,,64050.264
17:47:30.379,205.21,-88.49,,64050.379
17:47:30.469,-4.86,11.32,-3.0,64050.469
17:47:30.565,-6.66,17.43,-3.0,64050.565
17:47:30.679,190.25,-38.42,,64050.679
17:47:30.770,40.51,-41.45,,64050.77
17:47:30.891,15.7,-4.47,-3.0,64050.891
17:47:30.952,195.08,-19.49,,64050.952
17:47:31.136,216.39,-72.72,,64051.136
17:47:31.159,207.34,-82.12,,64051.159
17:47:31.279,216.73,-79.82,,64051.279
17:47:31.459,210.91,-10.54,,64051.459
17:47:31.582,43.72,-54.22,,64051.582
17:47:31.699,199.83,5.09,-7.0,64051.699
17:47:31.763,221.21,-49.02,,64051.763
17:47:31.913,209.6,-98.17,,64051.913
17:47:32.006,2.64,-27.96,-3.0,64052.006
17:47:32.121,-6.05,15.93,-3.0,64052.121
17:47:32.210,194.66,-39.15,,64052.21
17:47:32.305,31.74,-47.16,,64052.305
17:47:32.392,50.85,-9.33,-5.0,64052.392
17:47:32.482,183.46,-13.79,,64052.482
17:47:32.574,212.08,-56.16,,64052.574
17:47:32.692,218.48,-80.66,,64052.692
17:47:32.781,217.77,-69.26,,64052.781
17:47:32.904,211.86,-10.81,,64052.904
17:47:32.997,214.68,-8.22,,64052.997
17:47:33.114,44.06,-56.29,,64053.114
17:47:33.231,189.43,1.17,-7.0,64053.231
17:47:33.319,215.66,-60.06,,64053.319
17:47:33.410,204.57,-77.69,,64053.41
17:47:33.506,-42.77,-5.34,,64053.506
17:47:33.620,229.2,-38.51,,64053.62
17:47:33.682,197.64,-37.3,,64053.682
17:47:33.830,39.73,-54.9,,64053.83
17:47:33.919,1.7,-20.54,-5.0,64053.919
17:47:34.040,220.76,-46.45,,64054.04
17:47:34.103,210.28,-69.88,,64054.103
17:47:34.195,219.91,-83.37,,64054.195
17:47:34.339,64.69,-8.37,-7.0,64054.339
17:47:34.432,201.22,-19.22,,64054.432
17:47:34.674,25.89,-18.5,,64054.674
17:47:34.699,49.42,-32.91,,64054.699
17:47:34.731,193.05,-18.19,,64054.731
17:47:34.819,210.96,-60.75,,64054.819
17:47:34.909,214.06,-77.0,,64054.909
17:47:35.000,-32.34,-9.09,,64055.0
17:47:35.125,227.36,-4.81,,64055.125
17:47:35.335,217.36,-3.09,,64055.335
17:47:35.335,37.01,-55.79,,64055.335
17:47:35.455,6.62,-16.26,-5.0,64055.455
17:47:35.515,215.07,-36.31,,64055.515
17:47:35.664,216.6,-97.86,,64055.664
17:47:35.722,203.24,-71.77,,64055.722
17:47:35.842,47.01,-13.52,,64055.842
17:47:35.934,193.26,-58.51,,64055.934
17:47:36.080,35.85,-23.82,,64056.08
17:47:36.232,16.27,12.14,-4.0,64056.232
17:47:36.322,183.75,-19.39,,64056.322
17:47:36.323,220.33,-60.18,,64056.323
17:47:36.440,221.28,-86.81,,64056.44
17:47:36.565,210.26,-80.18,,64056.565
17:47:36.742,193.72,-38.43,,64056.742
17:47:36.835,34.4,-39.96,,64056.835
17:47:36.927,7.28,-7.27,-47.0,64056.927
17:47:37.045,212.48,-27.88,,64057.045
17:47:37.135,213.6,-89.04,,64057.135
17:47:37.250,205.24,-68.19,,64057.25
17:47:37.346,40.5,-8.91,-2.0,64057.346
17:47:37.459,202.58,-24.34,,64057.459
17:47:37.550,28.79,-18.95,,64057.55
17:47:37.647,57.93,-31.58,,64057.647
17:47:37.790,19.81,0.43,-49.0,64057.79
17:47:37.854,218.05,-40.86,,64057.854
17:47:37.945,217.65,-79.39,,64057.945
17:47:38.029,-56.13,-4.27,,64058.029
17:47:38.179,260.88,-78.5,,64058.179
17:47:38.274,196.72,-25.92,,64058.274
17:47:38.391,45.42,-44.76,,64058.391
17:47:38.540,4.25,4.06,-58.0,64058.54
17:47:38.603,210.55,-30.04,,64058.603
17:47:38.661,211.23,-64.3,,64058.661
17:47:38.780,205.81,-65.45,,64058.78
17:47:38.840,209.8,-80.21,,64058.84
17:47:39.080,208.82,-21.23,,64059.08
17:47:39.171,44.99,-54.52,,64059.171
17:47:39.321,2.2,-7.01,-62.0,64059.321
17:47:39.382,219.56,-53.78,,64059.382
17:47:39.563,30.16,-0.67,-3.0,64059.563
17:47:39.680,211.58,-69.9,,64059.68
17:47:39.800,202.0,-21.05,,64059.8
17:47:39.895,-0.46,-7.91,-3.0,64059.895
17:47:39.987,24.46,-10.83,,64059.987
17:47:40.129,184.78,-13.1,,64060.129
17:47:40.160,224.09,-51.31,,64060.16
17:47:40.279,214.65,-90.41,,64060.279
17:47:40.405,204.78,-75.63,,64060.405
17:47:40.461,36.16,-16.81,7.0,64060.461
17:47:40.585,197.57,-33.68,,64060.585
17:47:40.705,28.51,-30.49,,64060.705
17:47:40.820,-4.8,-17.49,,64060.82
17:47:40.915,188.48,-23.2,,64060.915
17:47:40.975,204.39,-65.36,,64060.975
17:47:41.090,200.77,-64.36,,64061.09
17:47:41.211,216.63,-54.2,,64061.211
17:47:41.299,194.26,-26.48,,64061.299
17:47:41.419,213.56,-15.8,,64061.419
17:47:41.486,41.33,-53.88,,64061.486
17:47:41.630,3.54,-14.87,-4.0,64061.63
17:47:41.722,203.02,-36.05,,64061.722
17:47:41.782,220.78,-83.87,,64061.782
17:47:41.902,162.41,14.88,6.0,64061.902
17:47:41.990,34.48,-21.28,1.0,64061.99
17:47:42.110,206.86,-28.23,,64062.11
17:47:42.200,17.83,-18.55,,64062.2
17:47:42.289,55.69,1.34,-30.0,64062.289
17:47:42.412,188.63,-14.9,,64062.412
17:47:42.500,213.28,-44.84,,64062.5
17:47:42.623,212.16,-86.53,,64062.623
17:47:42.712,208.56,-73.67,,64062.712
17:47:42.835,202.07,-83.87,,64062.835
17:47:42.956,261.5,1.93,-3.0,64062.956
17:47:43.045,44.09,-48.94,,64063.045
17:47:43.161,-0.62,-18.82,,64063.161
17:47:43.255,214.92,-45.82,,64063.255
17:47:43.310,207.8,-67.22,,64063.31
17:47:43.436,7.43,-15.83,31.0,64063.436
17:47:43.524,216.32,9.08,22.0,64063.524
17:47:43.615,201.87,-16.46,,64063.615
17:47:43.735,12.57,-14.4,,64063.735
17:47:43.825,37.08,-40.51,,64063.825
17:47:43.945,188.03,-20.04,,64063.945
17:47:44.002,216.42,-49.9,,64064.002
17:47:44.149,211.8,-75.54,,64064.149
17:47:44.240,208.55,-79.13,,64064.24
17:47:44.335,224.12,-88.59,,64064.335
17:47:44.420,198.72,-47.62,,64064.42
17:47:44.603,39.37,-52.97,,64064.603
17:47:44.630,20.19,-1.8,-4.0,64064.63
17:47:44.727,200.61,-25.77,,64064.727
17:47:44.870,214.47,-77.62,,64064.87
17:47:44.930,211.14,-88.46,,64064.93
17:47:45.020,210.86,-80.7,,64065.02
17:47:45.172,196.67,-21.9,,64065.172
17:47:45.295,215.52,-13.53,,64065.295
17:47:45.351,44.37,-38.71,,64065.351
17:47:45.440,8.93,-29.3,-4.0,64065.44
17:47:45.561,219.15,-35.86,,64065.561
17:47:45.624,215.32,-69.7,,64065.624
17:47:45.745,-49.68,13.34,2.0,64065.745
17:47:45.830,216.87,-54.53,,64065.83
17:47:45.952,203.84,-18.92,,64065.952
17:47:46.040,0.69,-0.35,-15.0,64066.04
17:47:46.131,50.53,-27.07,,64066.131
17:47:46.256,166.29,2.85,-4.0,64066.256
17:47:46.342,215.12,-52.77,,64066.342
17:47:46.459,212.79,-78.82,,64066.459
17:47:46.552,229.0,-71.16,,64066.552
17:47:46.639,245.64,-2.76,0.0,64066.639
17:47:46.760,196.73,-29.81,,64066.76
17:47:46.852,43.67,-34.13,,64066.852
17:47:46.975,-3.44,5.21,-33.0,64066.975
17:47:47.060,209.98,-28.15,,64067.06
17:47:47.156,215.28,-70.46,,64067.156
17:47:47.275,199.53,-59.32,,64067.275
17:47:47.366,203.45,-56.52,,64067.366
17:47:47.485,204.88,-9.21,,64067.485
17:47:47.544,206.21,-16.4,,64067.544
17:47:47.697,45.21,-46.04,,64067.697
17:47:47.876,-10.03,15.08,,64067.876
17:47:47.900,226.34,-61.77,,64067.9
17:47:47.990,225.82,-97.26,,64067.99
17:47:48.083,-21.03,-13.84,,64068.083
17:47:48.172,243.53,-50.75,,64068.172
17:47:48.289,194.74,-31.15,,64068.289
17:47:48.352,216.16,7.72,-3.0,64068.352
17:47:48.500,50.15,-47.36,,64068.5
17:47:48.655,174.73,1.3,-5.0,64068.655
17:47:48.679,232.43,-58.15,,64068.679
17:47:48.772,236.77,-86.38,,64068.772
17:47:48.863,200.79,9.39,-2.0,64068.863
17:47:48.986,111.36,-23.4,,64068.986
17:47:49.100,185.9,-39.98,,64069.1
17:47:49.160,-45.16,16.27,,64069.16
17:47:49.310,29.81,4.69,-51.0,64069.31
17:47:49.371,-25.13,-8.99,,64069.371
17:47:49.490,224.6,-62.97,,64069.49
17:47:49.580,220.49,-78.45,,64069.58
17:47:49.700,-66.14,-57.17,,64069.7
17:47:49.819,-68.34,3.58,-5.0,64069.819
17:47:49.914,185.71,-33.41,,64069.914
17:47:49.999,-2.74,-0.1,-6.0,64069.999
17:47:50.090,44.87,-47.49,,64070.09
17:47:50.180,-22.15,-5.97,,64070.18
17:47:50.305,223.94,-52.54,,64070.305
17:47:50.392,230.18,-87.18,,64070.392
17:47:50.482,-83.7,-1.02,,64070.482
17:47:50.635,-61.84,-64.35,,64070.635
17:47:50.693,188.7,-27.64,,64070.693
17:47:50.814,42.31,-28.12,,64070.814
17:47:50.936,22.61,2.1,-70.0,64070.936
17:47:51.023,215.76,-26.41,,64071.023
17:47:51.146,216.03,-79.33,,64071.146
17:47:51.202,217.38,-75.13,,64071.202
17:47:51.292,-20.09,-52.92,,64071.292
17:47:51.417,204.51,-98.09,,64071.417
17:47:51.502,188.1,-34.26,,64071.502
17:47:51.595,47.09,-31.38,,64071.595
17:47:51.743,-5.26,-4.62,-7.0,64071.743
17:47:51.835,221.52,-52.07,,64071.835
17:47:51.920,210.75,-71.35,,64071.92
17:47:52.041,207.84,-26.79,,64072.041
17:47:52.135,132.07,5.95,-2.0,64072.135
17:47:52.225,207.31,-7.72,,64072.225
17:47:52.317,200.66,-21.52,,64072.317
17:47:52.405,54.46,-47.91,,64072.405
17:47:52.550,-9.45,-0.54,-7.0,64072.55
17:47:52.675,219.41,-60.62,,64072.675
17:47:52.760,213.07,-72.69,,64072.76
17:47:52.850,8.6,-9.89,-18.0,64072.85
17:47:52.941,263.51,12.53,,64072.941
17:47:53.030,209.78,-14.81,,64073.03
17:47:53.152,19.46,-15.09,,64073.152
17:47:53.210,38.78,-49.38,,64073.21
17:47:53.337,-29.93,15.78,,64073.337
17:47:53.419,219.77,-63.53,,64073.419
17:47:53.542,214.34,-78.46,,64073.542
17:47:53.663,207.91,-72.18,,64073.663
17:47:53.750,250.37,-80.65,,64073.75
17:47:53.870,203.44,-20.88,,64073.87
17:47:53.963,46.05,-42.87,,64073.963
17:47:54.083,9.23,-3.5,-75.0,64074.083
17:47:54.140,182.25,-16.58,,64074.14
17:47:54.234,211.16,-59.8,,64074.234
17:47:54.349,200.38,-62.65,,64074.349
17:47:54.442,-25.71,-27.66,,64074.442
17:47:54.534,243.24,2.53,-3.0,64074.534
17:47:54.650,209.66,-6.87,,64074.65
17:47:54.774,43.48,-44.69,,64074.774
17:47:54.862,10.83,-4.26,-7.0,64074.862
17:47:54.980,222.43,-45.47,,64074.98
17:47:55.074,218.97,-74.77,,64075.074
17:47:55.161,218.84,-54.11,,64075.161
17:47:55.279,62.77,-10.63,,64075.279
17:47:55.370,205.36,-14.97,,64075.37
17:47:55.461,-45.29,3.46,-4.0,64075.461
17:47:55.580,38.34,-40.05,,64075.58
17:47:55.671,175.61,10.21,,64075.671
17:47:55.797,218.8,-60.49,,64075.797
17:47:55.882,212.16,-76.37,,64075.882
17:47:55.942,215.73,-45.1,,64075.942
17:47:56.090,235.61,-8.23,,64076.09
17:47:56.178,193.11,-40.29,,64076.178
17:47:56.331,35.2,-29.98,,64076.331
17:47:56.360,38.34,-38.23,,64076.36
17:47:56.486,203.83,-26.01,,64076.486
17:47:56.570,214.44,-55.09,,64076.57
17:47:56.692,203.5,-77.76,,64076.692
17:47:56.779,218.37,-79.28,,64076.779
17:47:56.959,193.51,-41.34,,64076.959
17:47:57.112,44.24,-58.59,,64077.112
17:47:57.231,-10.51,-14.83,,64077.231
17:47:57.324,221.8,-47.56,,64077.324
17:47:57.380,205.79,-73.25,,64077.38
17:47:57.470,211.23,-79.5,,64077.47
17:47:57.619,44.57,-14.24,,64077.619
17:47:57.681,201.87,-70.46,,64077.681
17:47:57.803,-0.32,-3.36,-6.0,64077.803
17:47:57.925,44.15,-48.95,,64077.925
17:47:58.010,186.09,-18.25,,64078.01
17:47:58.167,212.95,-65.02,,64078.167
17:47:58.190,225.75,-80.15,,64078.19
17:47:58.310,-81.66,-46.93,,64078.31
17:47:58.404,245.01,-34.77,,64078.404
17:47:58.519,191.92,-26.21,,64078.519
17:47:58.670,19.03,-13.6,,64078.67
17:47:58.732,-7.95,-10.18,,64078.732
17:47:58.820,191.32,-21.04,,64078.82
17:47:58.910,210.27,-66.51,,64078.91
17:47:59.002,208.97,-80.42,,64079.002
17:47:59.120,221.19,-62.5,,64079.12
17:47:59.182,238.28,-99.29,,64079.182
17:47:59.330,243.06,2.2,-6.0,64079.33
17:47:59.390,42.83,-48.39,,64079.39
17:47:59.510,-7.05,17.11,-9.0,64079.51
17:47:59.606,220.88,-44.37,,64079.606
17:47:59.725,213.61,-98.58,,64079.725
17:47:59.810,202.63,-73.41,,64079.81
17:47:59.903,212.47,-42.07,,64079.903
