time,Roll,Pitch,Yaw
16:26:16.371,1.69,79.4,120.0
16:26:16.496,2.04,79.4,120.0
16:26:16.496,2.08,79.44,120.0
16:26:16.496,1.74,79.46,120.0
16:26:16.496,1.4,79.56,120.0
16:26:16.525,1.16,79.63,119.0
16:26:16.552,1.15,79.66,119.0
16:26:16.612,1.07,79.67,119.0
16:26:16.642,0.92,79.62,119.0
16:26:16.672,0.52,79.52,119.0
16:26:16.702,0.3,79.52,119.0
16:26:16.732,0.01,79.45,118.0
16:26:16.825,0.14,79.38,118.0
16:26:16.826,0.43,79.41,119.0
16:26:16.826,0.6,79.5,119.0
16:26:16.946,0.56,79.55,119.0
16:26:16.947,0.57,79.61,119.0
16:26:16.948,0.16,79.65,118.0
16:26:16.973,-0.34,79.65,11.0
16:26:17.001,-0.3,79.6,11.0
16:26:17.062,-0.1,79.6,11.0
16:26:17.062,0.08,79.65,118.0
16:26:17.123,0.85,79.66,119.0
16:26:17.153,1.55,79.65,120.0
16:26:17.335,1.43,79.67,120.0
16:26:17.336,1.23,79.57,120.0
16:26:17.337,1.04,79.49,119.0
16:26:17.362,1.07,79.48,119.0
16:26:17.363,0.82,79.41,119.0
16:26:17.391,1.18,79.43,119.0
16:26:17.421,1.53,79.4,120.0
16:26:17.453,1.49,79.35,120.0
16:26:17.482,1.62,79.36,120.0
16:26:17.573,1.55,79.42,120.0
16:26:17.574,1.13,79.45,119.0
16:26:17.601,0.73,79.49,119.0
16:26:17.632,0.23,79.57,118.0
16:26:17.662,-0.03,79.62,11.0
16:26:17.693,0.3,79.59,118.0
16:26:17.721,0.33,79.6,118.0
16:26:17.752,0.36,79.67,119.0
16:26:17.874,0.83,79.67,119.0
16:26:17.875,1.28,79.66,119.0
16:26:17.875,0.97,79.66,119.0
16:26:17.903,1.37,79.62,119.0
16:26:17.994,1.74,79.58,120.0
16:26:17.994,1.39,79.55,119.0
16:26:17.994,1.33,79.47,119.0
16:26:18.022,1.65,79.43,120.0
16:26:18.084,1.52,79.43,120.0
16:26:18.111,0.97,79.42,119.0
16:26:18.206,0.85,79.44,119.0
16:26:18.207,0.83,79.48,119.0
16:26:18.208,0.5,79.48,118.0
16:26:18.263,0.18,79.42,118.0
16:26:18.292,0.45,79.42,118.0
16:26:18.384,0.87,79.36,119.0
16:26:18.445,0.89,79.32,119.0
16:26:18.445,0.98,79.34,119.0
16:26:18.445,1.03,79.32,119.0
16:26:18.445,0.91,79.25,119.0
16:26:18.536,0.6,79.29,119.0
16:26:18.537,0.32,79.33,118.0
16:26:18.562,0.16,79.38,118.0
16:26:18.592,0.41,79.45,118.0
16:26:18.716,0.63,79.51,118.0
16:26:18.716,0.68,79.58,118.0
16:26:18.717,0.47,79.69,118.0
16:26:18.717,0.37,79.75,118.0
16:26:18.742,-0.25,79.8,11.0
16:26:18.802,-0.75,79.79,11.0
16:26:18.864,-1.06,79.74,11.0
16:26:18.891,-0.81,79.67,11.0
16:26:18.891,-0.8,79.57,11.0
16:26:18.956,-0.64,79.52,11.0
16:26:18.956,-0.29,79.49,11.0
16:26:18.982,-0.26,79.49,11.0
16:26:19.044,-0.57,79.48,11.0
16:26:19.072,-0.57,79.45,11.0
16:26:19.166,-0.22,79.46,11.0
16:26:19.166,-0.17,79.51,11.0
16:26:19.167,0.2,79.48,119.0
16:26:19.347,0.98,79.45,119.0
16:26:19.348,1.74,79.48,120.0
16:26:19.348,1.93,79.43,120.0
16:26:19.348,1.7,79.36,120.0
16:26:19.492,1.06,79.25,119.0
16:26:19.492,0.81,79.2,119.0
16:26:19.585,0.79,79.2,119.0
16:26:19.677,0.81,79.18,119.0
16:26:19.677,1.49,79.2,119.0
16:26:19.677,1.15,79.18,119.0
16:26:19.678,0.12,79.11,118.0
16:26:19.827,-0.8,79.13,11.0
16:26:19.828,-1.03,79.11,11.0
16:26:19.828,-1.13,79.16,11.0
16:26:19.885,-0.84,79.21,11.0
16:26:19.911,-0.9,79.17,11.0
16:26:20.008,-0.86,79.18,11.0
16:26:20.187,-0.68,79.09,11.0
16:26:20.244,-0.6,79.01,11.0
16:26:20.246,-0.51,78.94,11.0
16:26:20.246,0.04,78.92,118.0
16:26:20.246,1.46,78.65,120.0
16:26:20.272,1.57,78.63,120.0
16:26:20.369,1.8,78.68,120.0
16:26:20.369,1.88,78.82,120.0
16:26:20.369,1.89,78.97,120.0
16:26:20.547,1.93,79.12,120.0
16:26:20.548,2.24,79.26,121.0
16:26:20.549,2.27,79.36,121.0
16:26:20.549,2.18,79.41,121.0
16:26:20.572,1.94,79.31,120.0
16:26:20.603,1.62,79.22,120.0
16:26:20.758,1.33,79.13,120.0
16:26:20.812,1.11,79.09,119.0
16:26:20.814,1.23,79.08,119.0
16:26:20.936,1.47,79.11,120.0
16:26:20.936,1.32,79.16,119.0
16:26:21.061,1.89,79.26,120.0
16:26:21.238,2.34,79.27,120.0
16:26:21.324,1.97,79.17,120.0
16:26:21.326,1.82,79.08,120.0
16:26:21.326,-0.27,79.01,11.0
16:26:21.327,-0.12,79.09,11.0
16:26:21.412,0.26,79.08,118.0
16:26:21.412,0.18,79.13,118.0
16:26:21.413,0.07,79.14,118.0
16:26:21.442,0.21,79.11,118.0
16:26:21.502,0.18,79.13,118.0
16:26:21.629,0.15,79.15,118.0
16:26:21.748,0.21,79.17,118.0
16:26:21.750,0.27,79.19,118.0
16:26:21.750,-0.01,79.2,11.0
16:26:21.750,0.59,79.29,119.0
16:26:21.771,1.58,79.32,120.0
16:26:21.958,2.05,79.33,120.0
16:26:21.959,2.28,79.29,120.0
16:26:21.959,2.1,79.25,120.0
16:26:22.045,1.83,79.23,120.0
16:26:22.046,1.42,79.09,119.0
16:26:22.047,1.13,79.09,119.0
16:26:22.047,1.06,79.05,119.0
16:26:22.072,1.39,79.02,119.0
16:26:22.169,1.47,79.08,119.0
16:26:22.169,1.32,79.1,119.0
16:26:22.192,1.31,79.07,119.0
16:26:22.222,1.33,79.12,119.0
16:26:22.252,1.36,79.18,119.0
16:26:22.314,1.07,79.15,119.0
16:26:22.341,1.08,79.22,119.0
16:26:22.371,1.1,79.28,119.0
16:26:22.402,1.01,79.26,119.0
16:26:22.462,0.52,79.24,118.0
16:26:22.464,0.34,79.26,118.0
16:26:22.524,-0.07,79.17,11.0
16:26:22.552,-0.14,79.1,11.0
16:26:22.552,-0.38,79.08,11.0
16:26:22.647,-0.52,79.08,11.0
16:26:22.648,-0.27,79.07,11.0
16:26:22.737,0.15,79.11,118.0
16:26:22.762,0.11,79.17,118.0
16:26:22.764,0.46,79.21,119.0
16:26:22.822,1.1,79.22,119.0
16:26:22.823,0.98,79.21,119.0
16:26:22.886,0.93,79.26,119.0
16:26:22.886,1.01,79.27,119.0
16:26:22.912,0.83,79.24,119.0
16:26:22.942,0.26,79.23,118.0
16:26:23.004,0.07,79.25,118.0
16:26:23.004,0.21,79.23,118.0
16:26:23.031,0.3,79.15,118.0
16:26:23.061,0.28,79.12,118.0
16:26:23.156,0.45,79.13,119.0
16:26:23.156,0.6,79.13,119.0
16:26:23.214,0.6,79.16,119.0
16:26:23.215,0.71,79.2,119.0
16:26:23.272,0.82,79.23,119.0
16:26:23.303,0.74,79.21,119.0
16:26:23.303,0.84,79.23,119.0
16:26:23.366,0.7,79.22,119.0
16:26:23.392,0.33,79.2,119.0
16:26:23.422,0.2,79.23,118.0
16:26:23.451,0.48,79.26,119.0
16:26:23.514,0.17,79.26,118.0
16:26:23.515,0.28,79.25,118.0
16:26:23.574,0.57,79.3,119.0
16:26:23.602,0.48,79.36,119.0
16:26:23.633,0.3,79.38,118.0
16:26:23.812,0.52,79.38,119.0
16:26:23.812,0.6,79.36,119.0
16:26:23.842,0.45,79.39,118.0
16:26:23.842,0.44,79.36,118.0
16:26:23.845,0.48,79.29,119.0
16:26:23.872,0.54,79.33,119.0
16:26:23.961,0.4,79.3,118.0
16:26:23.962,0.23,79.27,118.0
16:26:23.991,0.41,79.25,119.0
16:26:24.022,0.31,79.27,119.0
16:26:24.174,-0.1,79.27,11.0
16:26:24.177,0.02,79.22,118.0
16:26:24.177,-0.17,79.21,11.0
16:26:24.177,-0.64,79.24,11.0
16:26:24.261,-0.86,79.13,11.0
16:26:24.262,-1.26,79.12,11.0
16:26:24.291,-0.99,79.04,11.0
16:26:24.412,-1.13,78.98,11.0
16:26:24.412,-1.53,78.95,11.0
16:26:24.442,-1.18,78.95,11.0
16:26:24.442,-0.84,78.96,11.0
16:26:24.502,-1.22,79.01,11.0
16:26:24.503,-0.8,79.05,11.0
16:26:24.533,-0.4,79.09,11.0
16:26:24.651,-0.73,79.12,11.0
16:26:24.652,-0.82,79.11,11.0
16:26:24.653,-0.55,79.08,11.0
16:26:24.681,-1.07,79.05,11.0
16:26:24.682,-1.2,79.03,11.0
16:26:24.746,-0.98,78.99,11.0
16:26:24.899,-0.86,78.94,11.0
16:26:24.900,-0.77,78.94,11.0
16:26:24.901,-0.29,78.96,11.0
16:26:24.901,0.17,78.94,119.0
16:26:24.922,0.19,79.01,119.0
16:26:24.984,0.54,79.01,119.0
16:26:25.074,0.48,79.01,119.0
16:26:25.075,0.06,79.03,118.0
16:26:25.075,-0.27,79.07,11.0
16:26:25.104,-0.24,79.07,11.0
16:26:25.162,-0.62,79.07,11.0
16:26:25.194,-0.5,79.11,11.0
16:26:25.194,-0.33,79.11,11.0
16:26:25.316,0.12,79.06,119.0
16:26:25.343,0.38,79.09,119.0
16:26:25.343,0.85,79.17,119.0
16:26:25.343,1.23,79.2,120.0
16:26:25.372,1.15,79.28,120.0
16:26:25.437,1.09,79.37,120.0
16:26:25.557,0.7,79.35,119.0
16:26:25.557,0.02,79.34,118.0
16:26:25.557,-0.69,79.31,11.0
16:26:25.557,-0.74,79.25,11.0
16:26:25.583,-0.61,79.23,11.0
16:26:25.676,-0.29,79.27,11.0
16:26:25.677,-0.22,79.29,11.0
16:26:25.766,-0.03,79.27,11.0
16:26:25.767,-0.09,79.3,11.0
16:26:25.767,0.04,79.32,119.0
16:26:25.855,-0.14,79.37,11.0
16:26:25.855,-0.03,79.38,11.0
16:26:25.856,-0.03,79.39,11.0
16:26:26.033,0.12,79.34,119.0
16:26:26.034,-0.11,79.27,11.0
16:26:26.034,-0.2,79.21,11.0
16:26:26.034,-0.27,79.15,11.0
16:26:26.093,0.26,79.25,119.0
16:26:26.093,0.43,79.35,119.0
16:26:26.182,0.61,79.35,119.0
16:26:26.183,1.14,79.39,120.0
16:26:26.242,1.26,79.42,120.0
16:26:26.242,1.05,79.38,120.0
16:26:26.301,0.83,79.29,119.0
16:26:26.333,0.75,79.24,119.0
16:26:26.392,0.54,79.21,119.0
16:26:26.393,0.15,79.23,119.0
16:26:26.422,0.13,79.28,119.0
16:26:26.545,0.29,79.32,119.0
16:26:26.545,0.44,79.31,119.0
16:26:26.546,0.38,79.25,119.0
16:26:26.546,0.47,79.19,119.0
16:26:26.571,0.84,79.17,119.0
16:26:26.602,1.04,79.2,120.0
16:26:26.692,0.87,79.26,119.0
16:26:26.721,0.93,79.35,119.0
16:26:26.722,1.03,79.39,120.0
16:26:26.753,0.43,79.4,119.0
16:26:26.814,0.23,79.42,119.0
16:26:26.815,0.45,79.46,119.0
16:26:26.842,0.09,79.44,119.0
16:26:26.902,-0.25,79.41,11.0
16:26:26.962,-0.17,79.43,11.0
16:26:26.962,-0.23,79.48,11.0
16:26:26.993,-0.35,79.53,11.0
16:26:27.022,-0.6,79.61,11.0
16:26:27.053,-0.58,79.75,11.0
16:26:27.081,-0.57,79.83,11.0
16:26:27.111,-0.41,79.86,11.0
16:26:27.172,-0.35,79.86,11.0
16:26:27.202,0.13,79.85,119.0
16:26:27.294,-0.09,79.78,11.0
16:26:27.295,-0.1,79.67,11.0
16:26:27.295,-0.56,79.56,11.0
16:26:27.383,-0.51,79.52,11.0
16:26:27.383,-0.12,79.5,11.0
16:26:27.412,0.7,79.5,120.0
16:26:27.471,1.7,79.54,121.0
16:26:27.472,3.0,79.54,122.0
16:26:27.501,3.94,79.53,123.0
16:26:27.654,4.15,79.47,123.0
16:26:27.655,4.31,79.46,123.0
16:26:27.655,4.08,79.44,123.0
16:26:27.655,3.81,79.51,123.0
16:26:27.681,3.6,79.57,123.0
16:26:27.744,3.91,79.6,123.0
16:26:27.744,4.11,79.62,123.0
16:26:27.803,4.35,79.65,123.0
16:26:27.803,3.99,79.66,123.0
16:26:27.865,3.19,79.64,122.0
16:26:27.892,2.3,79.69,121.0
16:26:27.922,1.99,79.67,121.0
16:26:27.953,1.29,79.67,120.0
16:26:28.012,0.98,79.66,120.0
16:26:28.012,1.25,79.73,120.0
16:26:28.101,1.17,79.76,120.0
16:26:28.101,0.66,79.81,120.0
16:26:28.131,0.3,79.77,119.0
16:26:28.191,0.08,79.77,119.0
16:26:28.192,-0.32,79.72,11.0
16:26:28.222,-0.19,79.65,11.0
16:26:28.341,-0.05,79.59,11.0
16:26:28.342,0.52,79.64,120.0
16:26:28.343,0.68,79.59,120.0
16:26:28.401,0.84,79.54,120.0
16:26:28.402,1.2,79.56,120.0
16:26:28.492,1.49,79.64,121.0
16:26:28.493,1.57,79.67,121.0
16:26:28.493,1.48,79.76,121.0
16:26:28.521,1.68,79.81,121.0
16:26:28.581,1.5,79.85,121.0
16:26:28.611,1.67,79.87,121.0
16:26:28.672,1.76,79.85,121.0
16:26:28.761,2.29,79.81,122.0
16:26:28.761,2.76,79.78,122.0
16:26:28.762,3.11,79.79,122.0
16:26:28.762,3.2,79.77,122.0
16:26:28.851,3.02,79.78,122.0
16:26:28.851,2.54,79.74,122.0
16:26:28.942,1.83,79.75,121.0
16:26:28.970,1.65,79.71,121.0
16:26:28.971,1.87,79.66,121.0
16:26:28.972,2.44,79.65,122.0
16:26:29.001,2.91,79.65,122.0
16:26:29.091,3.18,79.7,122.0
16:26:29.091,3.03,79.73,122.0
16:26:29.092,2.19,79.73,121.0
16:26:29.181,1.64,79.75,121.0
16:26:29.181,1.48,79.78,121.0
16:26:29.211,1.29,79.71,120.0
16:26:29.391,1.45,79.68,121.0
16:26:29.451,1.89,79.7,121.0
16:26:29.452,1.84,79.64,121.0
16:26:29.452,1.83,79.6,121.0
16:26:29.453,2.27,79.6,121.0
16:26:29.481,2.26,79.56,121.0
16:26:29.571,2.35,79.58,121.0
16:26:29.571,2.02,79.59,121.0
16:26:29.572,1.96,79.65,121.0
16:26:29.721,2.06,79.65,121.0
16:26:29.722,1.97,79.7,121.0
16:26:29.722,2.08,79.65,121.0
16:26:29.723,1.94,79.64,121.0
16:26:29.753,1.97,79.59,121.0
16:26:29.781,2.2,79.61,121.0
16:26:29.841,2.03,79.62,121.0
16:26:29.906,1.73,79.69,121.0
16:26:29.931,1.79,79.65,121.0
16:26:29.991,1.44,79.6,121.0
16:26:29.992,0.75,79.51,120.0
16:26:30.053,0.85,79.46,120.0
16:26:30.053,1.2,79.46,120.0
16:26:30.053,1.49,79.51,121.0
16:26:30.112,1.87,79.54,121.0
16:26:30.112,1.89,79.54,121.0
16:26:30.231,1.56,79.52,121.0
16:26:30.231,1.29,79.49,120.0
16:26:30.232,1.31,79.49,120.0
16:26:30.321,1.65,79.54,121.0
16:26:30.322,2.21,79.58,121.0
16:26:30.322,2.74,79.61,122.0
16:26:30.410,2.53,79.6,122.0
16:26:30.411,1.98,79.5,121.0
16:26:30.440,1.43,79.4,121.0
16:26:30.470,0.6,79.33,120.0
16:26:30.500,0.08,79.31,119.0
16:26:30.590,-0.03,79.29,11.0
16:26:30.591,-0.07,79.26,11.0
16:26:30.592,-0.53,79.2,11.0
16:26:30.620,-0.63,79.13,11.0
16:26:30.715,-0.62,79.02,11.0
16:26:30.740,-0.21,78.88,11.0
16:26:30.741,0.2,78.78,119.0
16:26:30.770,1.07,78.72,120.0
16:26:30.832,2.03,78.69,121.0
16:26:30.862,2.69,78.63,122.0
16:26:30.891,3.01,78.6,123.0
16:26:30.920,3.35,78.55,123.0
16:26:30.950,3.49,78.46,123.0
16:26:31.010,3.43,78.33,123.0
16:26:31.070,3.29,78.15,123.0
16:26:31.101,3.05,77.94,123.0
16:26:31.132,2.69,77.75,123.0
16:26:31.132,2.45,77.5,123.0
16:26:31.160,2.24,77.24,124.0
16:26:31.190,1.95,77.02,124.0
16:26:31.220,1.68,76.76,124.0
16:26:31.280,1.35,76.51,124.0
16:26:31.312,0.98,76.3,125.0
16:26:31.340,0.69,76.09,125.0
16:26:31.370,0.42,75.89,125.0
16:26:31.401,0.14,75.74,126.0
16:26:31.431,-0.07,75.6,12.0
16:26:31.464,-0.2,75.49,12.0
16:26:31.491,-0.28,75.44,12.0
16:26:31.521,-0.32,75.41,12.0
16:26:31.612,-0.36,75.4,12.0
16:26:31.612,-0.39,75.44,12.0
16:26:31.641,-0.41,75.48,12.0
16:26:31.671,-0.48,75.53,12.0
16:26:31.731,-0.55,75.58,12.0
16:26:31.791,-0.54,75.66,12.0
16:26:31.791,-0.47,75.77,12.0
16:26:31.822,-0.35,75.9,12.0
16:26:31.883,-0.15,76.06,12.0
16:26:31.883,0.1,76.27,128.0
16:26:31.974,0.34,76.47,128.0
16:26:31.976,0.51,76.68,128.0
16:26:31.976,0.54,76.89,128.0
16:26:32.032,0.46,77.05,128.0
16:26:32.061,0.22,77.19,127.0
16:26:32.094,-0.14,77.34,12.0
16:26:32.122,-0.51,77.48,12.0
16:26:32.212,-0.87,77.64,12.0
16:26:32.212,-1.28,77.86,12.0
16:26:32.212,-1.59,78.09,12.0
16:26:32.243,-1.86,78.34,12.0
16:26:32.272,-2.21,78.61,12.0
16:26:32.332,-2.51,78.86,12.0
16:26:32.362,-2.76,79.09,12.0
16:26:32.392,-3.02,79.34,12.0
16:26:32.422,-3.17,79.56,12.0
16:26:32.452,-3.2,79.77,12.0
16:26:32.484,-3.22,79.99,12.0
16:26:32.511,-3.14,80.17,12.0
16:26:32.571,-3.13,80.31,12.0
16:26:32.601,-3.28,80.43,12.0
16:26:32.662,-3.46,80.49,12.0
16:26:32.662,-3.68,80.52,12.0
16:26:32.693,-4.0,80.56,12.0
16:26:32.722,-4.15,80.59,12.0
16:26:32.752,-4.01,80.64,12.0
16:26:32.781,-3.72,80.73,12.0
16:26:32.841,-3.16,80.85,12.0
16:26:32.871,-2.45,81.01,12.0
16:26:32.901,-1.69,81.19,12.0
16:26:32.934,-1.2,81.39,12.0
16:26:32.961,-0.91,81.61,12.0
16:26:32.991,-0.78,81.85,12.0
16:26:33.021,-0.76,82.11,12.0
16:26:33.081,-0.96,82.42,12.0
16:26:33.112,-1.15,82.7,12.0
16:26:33.142,-1.54,82.99,12.0
16:26:33.171,-2.42,83.28,12.0
16:26:33.232,-3.55,83.52,12.0
16:26:33.262,-5.08,83.76,12.0
16:26:33.262,-7.04,84.01,11.0
16:26:33.293,-9.06,84.22,11.0
16:26:33.356,-11.07,84.44,1.0
16:26:33.382,-13.27,84.67,1.0
16:26:33.412,-15.24,84.87,1.0
16:26:33.442,-17.04,85.06,1.0
16:26:33.472,-19.05,85.28,1.0
16:26:33.534,-20.9,85.47,1.0
16:26:33.535,-22.68,85.67,1.0
16:26:33.593,-24.88,85.88,1.0
16:26:33.622,-26.93,86.07,1.0
16:26:33.652,-28.92,86.26,9.0
16:26:33.684,-31.33,86.48,9.0
16:26:33.712,-33.51,86.65,9.0
16:26:33.742,-35.93,86.83,9.0
16:26:33.772,-39.21,87.03,8.0
16:26:33.801,-42.28,87.19,8.0
16:26:33.861,-45.85,87.34,8.0
16:26:33.922,-49.54,87.46,7.0
16:26:33.923,-53.58,87.56,7.0
16:26:33.951,-57.71,87.65,6.0
16:26:33.983,-61.73,87.72,6.0
16:26:34.012,-65.95,87.76,6.0
16:26:34.042,-71.2,87.81,5.0
16:26:34.072,-75.39,87.82,5.0
16:26:34.132,-79.84,87.82,4.0
16:26:34.161,-85.54,87.78,4.0
16:26:34.192,-90.19,87.75,3.0
16:26:34.252,-94.57,87.68,3.0
16:26:34.252,-99.91,87.59,2.0
16:26:34.282,-104.26,87.49,
16:26:34.342,-108.24,87.37,
16:26:34.371,-112.02,87.18,
16:26:34.402,-114.95,87.03,
16:26:34.433,-117.98,86.9,
16:26:34.462,-120.89,86.76,
16:26:34.492,-123.49,86.72,
16:26:34.553,-125.19,86.73,
16:26:34.553,-126.98,86.73,
16:26:34.614,-126.79,86.69,
16:26:34.642,-126.27,86.7,
16:26:34.673,-125.37,86.63,
16:26:34.702,-124.84,86.57,
16:26:34.731,-123.74,86.54,
16:26:34.761,-123.65,86.51,
16:26:34.792,-123.34,86.44,
16:26:34.852,-122.59,86.39,
16:26:34.852,-122.66,86.31,
16:26:34.912,-122.86,86.23,
16:26:34.942,-122.64,86.16,
16:26:35.002,-122.98,86.08,
16:26:35.002,-123.32,85.99,
16:26:35.033,-123.15,85.92,
16:26:35.062,-123.33,85.84,
16:26:35.122,-123.56,85.75,
16:26:35.152,-123.38,85.67,
16:26:35.212,-123.33,85.58,
16:26:35.212,-123.32,85.5,
16:26:35.242,-123.08,85.43,
16:26:35.273,-122.82,85.37,
16:26:35.361,-122.65,85.32,
16:26:35.392,-122.4,85.29,
16:26:35.392,-122.13,85.26,
16:26:35.423,-121.87,85.24,
16:26:35.452,-121.62,85.22,
16:26:35.482,-121.36,85.21,
16:26:35.513,-121.0,85.21,
16:26:35.662,-120.52,85.23,
16:26:35.692,-119.87,85.25,
16:26:35.694,-119.1,85.28,
