Time_sec,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y
15.4,0.5971495509147644,0.21343976259231567,0.6026356220245361,0.2118065506219864,0.4398885667324066,0.1321035772562027,0.4511634409427643,0.10834390670061111,0.26891574263572693,0.08015419542789459,0.27714458107948303,0.08091093599796295,0.2300761193037033,0.08803650736808777,0.242474764585495,0.0914527177810669,0.25826701521873474,0.01829858310520649,0.25766393542289734,-0.003340587019920349
15.433333333333334,0.6193750500679016,0.24117377400398254,0.6191043257713318,0.2881452143192291,0.5029252767562866,0.1538170874118805,0.5149303674697876,0.1804354190826416,0.3693595826625824,0.11638028919696808,0.387851357460022,0.14214645326137543,0.3429780602455139,0.12696382403373718,0.3624309003353119,0.15050213038921356,0.3613491654396057,0.061141714453697205,0.37759846448898315,0.06861276179552078
15.5,0.6806109547615051,0.2571469247341156,0.6741739511489868,0.3242378830909729,0.5826735496520996,0.18639487028121948,0.5815359950065613,0.22405248880386353,0.4805857539176941,0.15614891052246094,0.4990299642086029,0.1609315574169159,0.4522246718406677,0.1578143686056137,0.47648191452026367,0.15723231434822083,0.49809402227401733,0.13064716756343842,0.5080183148384094,0.1124020665884018
17.266666666666666,0.6779269576072693,0.39267197251319885,0.697066068649292,0.35192006826400757,0.5944584608078003,0.2396499365568161,0.6190122365951538,0.22274820506572723,0.4711662232875824,0.22872108221054077,0.4924301505088806,0.22178824245929718,0.4419647753238678,0.24788297712802887,0.46871036291122437,0.23905161023139954,0.4552372097969055,0.15795013308525085,0.4542919099330902,0.14676275849342346
17.3,0.657859206199646,0.3590170741081238,0.676220715045929,0.3499094843864441,0.6235187649726868,0.10898427665233612,0.611369788646698,0.19005616009235382,0.4815196096897125,0.040043529123067856,0.4524664878845215,0.20713844895362854,0.446554034948349,0.058069586753845215,0.4227103590965271,0.23211272060871124,0.4737164378166199,-0.07274346798658371,0.41359105706214905,0.11214148998260498
17.333333333333332,0.6409060955047607,0.3555479347705841,0.6623545289039612,0.33756014704704285,0.6408693194389343,0.06046821177005768,0.6360547542572021,0.11627177894115448,0.4834895133972168,0.02781660668551922,0.4587772786617279,0.17873448133468628,0.4520791172981262,0.05202965438365936,0.4323297142982483,0.2104877382516861,0.46159273386001587,-0.06498170644044876,0.4054613709449768,0.09208711981773376
18.4,0.1902277022600174,0.8820918202400208,0.1331385225057602,0.6458672881126404,0.11641345918178558,0.7564653754234314,0.024107784032821655,0.36915674805641174,-0.13899824023246765,0.7824006676673889,-0.1004500612616539,0.5695680379867554,-0.13200213015079498,0.804557204246521,-0.08277180790901184,0.6162038445472717,-0.3264427185058594,0.7977834939956665,-0.2907329499721527,0.5654898881912231
18.433333333333334,0.28574690222740173,0.7996679544448853,0.18391266465187073,0.6402707695960999,0.29820892214775085,0.6827365159988403,0.057736657559871674,0.36237427592277527,-0.08793313801288605,0.7696889042854309,-0.04950437694787979,0.5667464733123779,-0.1195160523056984,0.8023990392684937,-0.04776033014059067,0.616202175617218,-0.25160902738571167,0.7864874601364136,-0.17739412188529968,0.5656436085700989
23.066666666666666,0.5130707621574402,0.6468886137008667,0.530224621295929,0.6018525958061218,0.43535274267196655,0.5698782801628113,0.45830264687538147,0.5413310527801514,0.41286295652389526,0.7091187238693237,0.39590969681739807,0.6392899751663208,0.42195287346839905,0.7377864718437195,0.3917164206504822,0.6608632802963257,0.3693535327911377,0.721939206123352,0.3594467341899872,0.6333485841751099
23.1,0.5047771334648132,0.6288146376609802,0.5168734788894653,0.6074187159538269,0.39893853664398193,0.5706779360771179,0.4186541438102722,0.6093322038650513,0.28794294595718384,0.5875940322875977,0.3340167999267578,0.681473970413208,0.2957525849342346,0.644122838973999,0.3229042589664459,0.7050458788871765,0.2730083167552948,0.5670831799507141,0.30490511655807495,0.6449211835861206
