Time_sec,Left_Knee_Angle,Right_Knee_Angle,Step_Width_px
11.73766827583313,164.96839858083413,167.06707736305341,45.11913299560547
12.440575361251831,155.02402113570227,158.48350127826328,19.27227020263672
12.476198196411133,160.70415508562178,125.16011165146591,14.039306640625
12.52487301826477,169.14668072720238,137.0432690059164,9.631767272949219
15.484737157821655,131.98499038453448,133.1825219572339,17.834014892578125
15.518820762634277,143.20805024065626,156.32370353306067,5.1338958740234375
15.565486192703247,169.52992616661027,160.41663829112986,8.00363540649414
15.656854391098022,175.87992781778988,164.75725656837028,0.577545166015625
15.98785138130188,101.4848843807285,138.79300220689404,13.605937957763672
16.021534204483032,117.96407524755782,140.71806404131377,18.936100006103516
16.054527044296265,136.21924832895516,151.7907276511333,15.933837890625
16.10253071784973,115.0146013925397,96.61749682468883,53.953819274902344
16.14637064933777,84.60375384170334,103.31343779740588,39.867210388183594
16.17815613746643,71.23110954020508,64.68054065685573,52.627525329589844
16.224263668060303,107.85542841054422,62.99823827184723,8.086700439453125
17.542864322662354,142.3911609288846,127.81518836493646,19.25525665283203
17.57756209373474,118.49201985133149,102.6640497433985,3.677978515625
20.247694730758667,177.71957173146006,178.54602337863858,252.47461318969727
20.28246235847473,178.64879145278474,179.10600723296298,246.9170093536377
20.316901922225952,178.42106953290306,179.24019960103567,243.5500431060791
20.361019372940063,178.24366104822647,179.06144944285813,230.11134147644043
20.392549514770508,178.26045279012592,178.76063891311873,204.2856788635254
20.437996864318848,177.63303930367908,179.5920501129096,194.8845672607422
20.469433069229126,176.4952238788108,176.9711970042818,191.00831985473633
20.501580953598022,177.16130336690068,177.54622165165526,198.56565475463867
20.54845929145813,177.82103091003705,169.85667518422454,175.20458221435547
20.59598398208618,170.96137552486,160.94925791294045,173.20266723632812
20.62815546989441,171.10045588869602,144.95230010961106,163.37236404418945
20.67552161216736,18.477016842576838,31.943591839334267,51.12649917602539
20.7174654006958,2.9232817512134472,14.31916137273245,74.06257629394531
20.764412879943848,1.3857044165965586,20.997659326132524,63.903045654296875
20.809648513793945,9.934103120843503,38.97701670097485,23.357162475585938
20.840776681900024,22.892503253976976,39.533855641360745,2.641773223876953
20.887839317321777,37.52539458916311,93.45107667369541,25.384845733642578
20.93415331840515,110.60551494987325,45.65534547282488,10.122566223144531
20.96773862838745,9.58140411402798,34.726669386908476,4.689064025878906
21.014968872070312,21.499726163331186,50.682598097970924,0.1291656494140625
21.05950927734375,27.84321739860398,48.234919807566996,1.725006103515625
21.089534997940063,13.684938010067153,10.587608618091767,47.31731414794922
23.295509338378906,174.77935045141137,174.59419120574418,74.58740234375
23.331589221954346,177.10724803311803,173.71719096691268,81.6326904296875
23.37821912765503,78.29223891680404,96.29526286343099,27.83763885498047
23.425368785858154,145.9747574757173,67.26290273849045,55.376739501953125
23.52782106399536,62.448396958227896,109.33099848527078,11.787471771240234
23.565451860427856,64.9704452446568,98.79566470326701,0.6809043884277344
23.610520362854004,88.60323759125355,128.08821986026987,0.142822265625
23.640279293060303,75.95081205159762,135.3581359928538,30.449981689453125
23.67665457725525,93.61488814262968,116.24300666289345,1.6588783264160156
23.722736358642578,55.716679847522364,82.64830636454778,6.568031311035156
23.766916751861572,40.4201095277887,64.92163689866919,5.977487564086914
23.813090801239014,42.1374978747146,64.64279810387758,7.300071716308594
23.997080087661743,155.7931571383224,173.87687775383066,0.7324409484863281
24.032944202423096,177.30082770943324,170.1808345130368,16.508389711380005
24.07510232925415,179.5858077428484,169.78881104578252,18.40653657913208
24.10864567756653,176.59683132770562,174.41253745486497,13.431141376495361
24.156365394592285,171.7133740338493,174.64404899131142,2.848522663116455
24.203015565872192,169.7075934066852,171.42201023622346,63.52663516998291
24.250272035598755,151.26892498301154,177.1079402226043,42.190184593200684
24.2979474067688,151.52145565809025,178.8092329947143,29.855327606201172
24.343223094940186,137.28493849912851,178.20677811269059,8.758659362792969
24.391352653503418,141.53786206532828,175.79770644347528,9.923677444458008
24.43556499481201,139.97821085815207,175.85079955884126,4.300384521484375
24.468739986419678,138.17240769197556,177.75881036277866,1.4181995391845703
24.51541781425476,140.2331333208854,179.02448896669847,0.11601448059082031
24.56214451789856,140.3119084175141,178.41324884305956,5.51025390625
24.607908725738525,138.05692124312867,177.89961955721176,5.169219970703125
24.63855767250061,140.87504835716354,175.77614857088435,8.330106735229492
24.68940806388855,139.3497783119734,177.90279773555176,10.081367492675781
24.736526012420654,134.99420918702205,179.60738588893503,12.57272720336914
24.779722213745117,143.9717535331269,176.81652535511705,9.596290588378906
24.813267707824707,149.83815151866582,171.4713433481313,3.80218505859375
24.861523866653442,149.05313416385488,167.21781803330904,1.7291259765625
24.90514302253723,152.1481285164326,164.71178995510186,9.655876159667969
24.953777551651,153.5245656702153,159.54455440379485,20.352535247802734
25.00137996673584,154.6022213858438,154.86965796077857,32.5322151184082
25.04813241958618,154.57315025095593,161.49356241491395,39.50021743774414
25.092801332473755,156.9212207060684,159.03288492949008,38.081912994384766
25.12730383872986,154.0606674830878,155.93431050572758,36.85325622558594
25.175101280212402,159.9400761823911,158.95438744579272,35.05949020385742
25.220544815063477,162.6590459720299,158.41534355057695,30.659809112548828
25.24956512451172,161.08239142014557,160.3531790959528,27.577476501464844
25.282692193984985,159.95585082250167,158.48254646512956,30.254955291748047
25.32798194885254,159.0518178626076,155.27124609058032,34.81691360473633
25.358571767807007,160.70721933002795,155.46779152778768,34.597206115722656
25.389732599258423,164.2072289032781,164.50946170000603,29.525394439697266
25.424865245819092,170.4904382548369,170.54013088576053,29.13684844970703
25.469701051712036,173.9225073160879,174.52820513545706,28.120079040527344
25.51735782623291,177.15430064790402,176.77679909859376,26.805419921875
25.56187343597412,179.02356526889955,173.3055886028648,25.27048110961914
